"OrderID","ProductID","UnitPrice","Quantity","Discount","CustomerID","OrderDate","Shipper","Freight","Dest"
10329,19,7.3,10,0.05,"SPLIR","1996-10-15","United Package",191.67001,"USA"
10533,72,34.8,24,0,"FOLKO","1997-05-12","Speedy Express",188.04,"Sweden"
10781,74,10,35,0,"WARTH","1997-12-17","Federal Shipping",73.159996,"Finland"
10533,73,15,24,0.05,"FOLKO","1997-05-12","Speedy Express",188.04,"Sweden"
10572,32,32,10,0.1,"BERGS","1997-06-18","United Package",116.43,"Sweden"
10740,45,9.5,40,0.2,"WHITC","1997-11-13","United Package",81.880005,"USA"
10740,56,38,14,0.2,"WHITC","1997-11-13","United Package",81.880005,"USA"
10954,60,34,24,0.15,"LINOD","1998-03-17","Speedy Express",27.91,"Venezuela"
10329,30,20.7,8,0.05,"SPLIR","1996-10-15","United Package",191.67001,"USA"
10955,75,7.75,12,0.2,"FOLKO","1998-03-17","United Package",3.26,"Sweden"
10451,64,26.6,35,0.1,"QUICK","1997-02-19","Federal Shipping",189.09,"Germany"
10289,3,8,30,0,"BSBEV","1996-08-26","Federal Shipping",22.77,"UK"
10451,65,16.8,28,0.1,"QUICK","1997-02-19","Federal Shipping",189.09,"Germany"
10289,64,26.6,9,0,"BSBEV","1996-08-26","Federal Shipping",22.77,"UK"
10248,42,9.8,10,0,"VINET","1996-07-04","Federal Shipping",32.38,"France"
10615,55,24,5,0,"WILMK","1997-07-30","Federal Shipping",0.75,"Finland"
10698,65,21.05,65,0.05,"ERNSH","1997-10-09","Speedy Express",272.47,"Austria"
10657,60,34,30,0,"SAVEA","1997-09-04","United Package",352.69,"USA"
10911,67,14,15,0,"GODOS","1998-02-26","Speedy Express",38.19,"Spain"
10410,33,2,49,0,"BOTTM","1997-01-10","Federal Shipping",2.4,"Canada"
10369,29,99,20,0,"SPLIR","1996-12-02","United Package",195.68001,"USA"
10827,39,18,21,0,"BONAP","1998-01-12","United Package",63.54,"France"
10828,20,81,5,0,"RANCH","1998-01-13","Speedy Express",90.850006,"Argentina"
10534,30,25.89,10,0,"LEHMS","1997-05-12","United Package",27.94,"Germany"
10572,40,18.4,50,0,"BERGS","1997-06-18","United Package",116.43,"Sweden"
10783,31,12.5,10,0,"HANAR","1997-12-18","United Package",124.98,"Brazil"
10572,75,7.75,15,0.1,"BERGS","1997-06-18","United Package",116.43,"Sweden"
11000,4,22,25,0.25,"RATTC","1998-04-06","Federal Shipping",55.12,"USA"
10329,38,210.8,20,0.05,"SPLIR","1996-10-15","United Package",191.67001,"USA"
11000,24,4.5,30,0.25,"RATTC","1998-04-06","Federal Shipping",55.12,"USA"
11000,77,13,30,0,"RATTC","1998-04-06","Federal Shipping",55.12,"USA"
10329,56,30.4,12,0.05,"SPLIR","1996-10-15","United Package",191.67001,"USA"
10248,72,34.8,5,0,"VINET","1996-07-04","Federal Shipping",32.38,"France"
10863,1,18,20,0.15,"HILAA","1998-02-02","United Package",30.26,"Venezuela"
10863,58,13.25,12,0.15,"HILAA","1998-02-02","United Package",30.26,"Venezuela"
10616,38,263.5,15,0.05,"GREAL","1997-07-31","United Package",116.53,"USA"
10864,35,18,4,0,"AROUT","1998-02-02","United Package",3.04,"UK"
10698,70,15,8,0.05,"ERNSH","1997-10-09","Speedy Express",272.47,"Austria"
10912,11,21,40,0.25,"HUNGO","1998-02-26","United Package",580.91003,"Ireland"
10410,59,44,16,0,"BOTTM","1997-01-10","Federal Shipping",2.4,"Canada"
10411,41,7.7,25,0.2,"BOTTM","1997-01-10","Federal Shipping",23.65,"Canada"
10369,56,30.4,18,0.25,"SPLIR","1996-12-02","United Package",195.68001,"USA"
10828,38,263.5,2,0,"RANCH","1998-01-13","Speedy Express",90.850006,"Argentina"
10370,1,14.4,15,0.15,"CHOPS","1996-12-03","United Package",1.1700001,"Switzerland"
10829,2,19,10,0,"ISLAT","1998-01-13","Speedy Express",154.72,"UK"
10741,2,19,15,0.2,"AROUT","1997-11-14","Federal Shipping",10.96,"UK"
10573,17,39,18,0,"ANTON","1997-06-19","Federal Shipping",84.840004,"Mexico"
10742,3,10,20,0,"BOTTM","1997-11-14","Federal Shipping",243.73,"Canada"
10956,47,9.5,14,0,"BLAUS","1998-03-17","United Package",44.649998,"Germany"
11001,7,30,60,0,"FOLKO","1998-04-06","United Package",197.3,"Sweden"
10330,26,24.9,50,0.15,"LILAS","1996-10-16","Speedy Express",12.75,"Venezuela"
10290,5,17,20,0,"COMMI","1996-08-27","Speedy Express",79.7,"Brazil"
11041,63,43.9,30,0,"CHOPS","1998-04-22","United Package",48.22,"Switzerland"
10290,29,99,15,0,"COMMI","1996-08-27","Speedy Express",79.7,"Brazil"
10658,21,10,60,0,"QUICK","1997-09-05","Speedy Express",364.15,"Germany"
10864,67,14,15,0,"AROUT","1998-02-02","United Package",3.04,"UK"
10616,70,15,15,0.05,"GREAL","1997-07-31","United Package",116.53,"USA"
10699,47,9.5,12,0,"MORGK","1997-10-09","Federal Shipping",0.58,"Germany"
10912,29,123.78999,60,0.25,"HUNGO","1998-02-26","United Package",580.91003,"Ireland"
10913,4,22,30,0.25,"QUEEN","1998-02-26","Speedy Express",33.05,"Brazil"
10534,40,18.4,10,0.2,"LEHMS","1997-05-12","United Package",27.94,"Germany"
10534,54,7.4500003,10,0.2,"LEHMS","1997-05-12","United Package",27.94,"Germany"
10370,64,26.6,30,0,"CHOPS","1996-12-03","United Package",1.1700001,"Switzerland"
10829,8,40,20,0,"ISLAT","1998-01-13","Speedy Express",154.72,"UK"
10784,36,19,30,0,"MAGAA","1997-12-18","Federal Shipping",70.09,"Italy"
10573,34,14,40,0,"ANTON","1997-06-19","Federal Shipping",84.840004,"Mexico"
10742,60,34,50,0,"BOTTM","1997-11-14","Federal Shipping",243.73,"Canada"
10494,56,30.4,30,0,"COMMI","1997-04-02","United Package",65.99,"Brazil"
10956,51,53,8,0,"BLAUS","1998-03-17","United Package",44.649998,"Germany"
11001,22,21,25,0,"FOLKO","1998-04-06","United Package",197.3,"Sweden"
10330,72,27.8,25,0.15,"LILAS","1996-10-16","Speedy Express",12.75,"Venezuela"
10452,44,15.5,100,0.05,"SAVEA","1997-02-20","Speedy Express",140.26,"USA"
11042,44,19.449999,15,0,"COMMI","1998-04-22","Speedy Express",29.99,"Brazil"
11042,61,28.5,4,0,"COMMI","1998-04-22","Speedy Express",29.99,"Brazil"
10249,51,42.4,40,0,"TOMSP","1996-07-05","Speedy Express",11.610001,"Germany"
10658,40,18.4,70,0.05,"QUICK","1997-09-05","Speedy Express",364.15,"Germany"
10658,60,34,55,0.05,"QUICK","1997-09-05","Speedy Express",364.15,"Germany"
10700,1,18,5,0.2,"SAVEA","1997-10-10","Speedy Express",65.1,"USA"
10658,77,13,70,0.05,"QUICK","1997-09-05","Speedy Express",364.15,"Germany"
10913,33,2.5,40,0.25,"QUEEN","1998-02-26","Speedy Express",33.05,"Brazil"
10411,59,44,9,0.2,"BOTTM","1997-01-10","Federal Shipping",23.65,"Canada"
10492,42,11.2,20,0.05,"BOTTM","1997-04-01","Speedy Express",62.89,"Canada"
10535,11,21,50,0.1,"ANTON","1997-05-13","Speedy Express",15.64,"Mexico"
10493,66,13.6,10,0.1,"LAMAI","1997-04-02","Federal Shipping",10.64,"France"
10829,13,6,10,0,"ISLAT","1998-01-13","Speedy Express",154.72,"UK"
10493,69,28.8,10,0.1,"LAMAI","1997-04-02","Federal Shipping",10.64,"France"
11040,21,10,20,0,"GREAL","1998-04-22","Federal Shipping",18.84,"USA"
10742,72,34.8,35,0,"BOTTM","1997-11-14","Federal Shipping",243.73,"Canada"
10451,77,10.4,55,0.1,"QUICK","1997-02-19","Federal Shipping",189.09,"Germany"
10957,30,25.89,30,0,"HILAA","1998-03-18","Federal Shipping",105.36,"Venezuela"
10495,23,7.2,10,0,"LAUGB","1997-04-03","Federal Shipping",4.65,"Canada"
11001,46,12,25,0,"FOLKO","1998-04-06","United Package",197.3,"Sweden"
10616,56,38,14,0,"GREAL","1997-07-31","United Package",116.53,"USA"
10865,38,263.5,60,0.05,"QUICK","1998-02-02","Speedy Express",348.14,"Germany"
10250,41,7.7,10,0,"HANAR","1996-07-08","United Package",65.83,"Brazil"
10616,71,21.5,15,0.05,"GREAL","1997-07-31","United Package",116.53,"USA"
10700,34,14,12,0.2,"SAVEA","1997-10-10","Speedy Express",65.1,"USA"
10659,31,12.5,20,0.05,"QUEEN","1997-09-05","United Package",105.810005,"Brazil"
10700,68,12.5,40,0.2,"SAVEA","1997-10-10","Speedy Express",65.1,"USA"
10913,58,13.25,15,0,"QUEEN","1998-02-26","Speedy Express",33.05,"Brazil"
10412,14,18.6,20,0.1,"WARTH","1997-01-13","United Package",3.77,"Finland"
10535,40,18.4,10,0.1,"ANTON","1997-05-13","Speedy Express",15.64,"Mexico"
10956,21,10,12,0,"BLAUS","1998-03-17","United Package",44.649998,"Germany"
10829,60,34,21,0,"ISLAT","1998-01-13","Speedy Express",154.72,"UK"
10573,53,32.8,25,0,"ANTON","1997-06-19","Federal Shipping",84.840004,"Mexico"
11041,2,19,30,0.2,"CHOPS","1998-04-22","United Package",48.22,"Switzerland"
10743,46,12,28,0.05,"AROUT","1997-11-17","United Package",23.720001,"UK"
10957,35,18,40,0,"HILAA","1998-03-18","Federal Shipping",105.36,"Venezuela"
10495,41,7.7,20,0,"LAUGB","1997-04-03","Federal Shipping",4.65,"Canada"
10332,18,50,40,0.2,"MEREP","1996-10-17","United Package",52.84,"Canada"
11001,55,24,6,0,"FOLKO","1998-04-06","United Package",197.3,"Sweden"
10453,70,12,25,0.1,"AROUT","1997-02-21","United Package",25.359999,"UK"
11043,11,21,10,0,"SPECD","1998-04-22","United Package",8.8,"France"
10865,39,18,80,0.05,"QUICK","1998-02-02","Speedy Express",348.14,"Germany"
11044,62,49.3,12,0,"WOLZA","1998-04-23","Speedy Express",8.72,"Poland"
10618,6,25,70,0,"MEREP","1997-08-01","Speedy Express",154.68001,"Canada"
10250,65,16.8,15,0.15,"HANAR","1996-07-08","United Package",65.83,"Brazil"
10411,44,15.5,40,0.2,"BOTTM","1997-01-10","Federal Shipping",23.65,"Canada"
10783,38,263.5,5,0,"HANAR","1997-12-18","United Package",124.98,"Brazil"
10493,65,16.8,15,0.1,"LAMAI","1997-04-02","Federal Shipping",10.64,"France"
10914,71,21.5,25,0,"QUEEN","1998-02-27","Speedy Express",21.19,"Brazil"
10371,36,15.2,6,0.2,"LAMAI","1996-12-03","Speedy Express",0.45000002,"France"
10784,39,18,2,0.15,"MAGAA","1997-12-18","Federal Shipping",70.09,"Italy"
10784,72,34.8,30,0.15,"MAGAA","1997-12-18","Federal Shipping",70.09,"Italy"
10574,33,2.5,14,0,"TRAIH","1997-06-19","United Package",37.6,"USA"
10452,28,36.4,15,0,"SAVEA","1997-02-20","Speedy Express",140.26,"USA"
10574,40,18.4,2,0,"TRAIH","1997-06-19","United Package",37.6,"USA"
10744,40,18.4,50,0.2,"VAFFE","1997-11-17","Speedy Express",69.189995,"Denmark"
10957,64,33.25,8,0,"HILAA","1998-03-18","Federal Shipping",105.36,"Venezuela"
10495,77,10.4,5,0,"LAUGB","1997-04-03","Federal Shipping",4.65,"Canada"
11002,13,6,56,0,"SAVEA","1998-04-06","Speedy Express",141.16,"USA"
10454,16,13.9,20,0.2,"LAMAI","1997-02-21","Federal Shipping",2.74,"France"
10617,59,55,30,0.15,"GREAL","1997-07-31","United Package",18.53,"USA"
11045,33,2.5,15,0,"BOTTM","1998-04-23","United Package",70.58,"Canada"
10250,51,42.4,35,0.15,"HANAR","1996-07-08","United Package",65.83,"Brazil"
10782,31,12.5,1,0,"CACTU","1997-12-17","Federal Shipping",1.1,"Argentina"
10659,40,18.4,24,0.05,"QUEEN","1997-09-05","United Package",105.810005,"Brazil"
10659,70,15,40,0.05,"QUEEN","1997-09-05","United Package",105.810005,"Brazil"
10701,59,55,42,0.15,"HUNGO","1997-10-13","Federal Shipping",220.31,"Ireland"
10915,17,39,10,0,"TORTU","1998-02-27","United Package",3.51,"Mexico"
10535,57,19.5,5,0.1,"ANTON","1997-05-13","Speedy Express",15.64,"Mexico"
10372,20,64.8,12,0.25,"QUEEN","1996-12-04","United Package",890.78,"Brazil"
10535,59,55,15,0.1,"ANTON","1997-05-13","Speedy Express",15.64,"Mexico"
10830,6,25,6,0,"TRADH","1998-01-13","United Package",81.83,"Brazil"
10331,54,5.9,15,0,"BONAP","1996-10-16","Speedy Express",10.190001,"France"
10249,14,18.6,9,0,"TOMSP","1996-07-05","Speedy Express",11.610001,"Germany"
10290,49,16,15,0,"COMMI","1996-08-27","Speedy Express",79.7,"Brazil"
10574,62,49.3,10,0,"TRAIH","1997-06-19","United Package",37.6,"USA"
10332,42,11.2,10,0.2,"MEREP","1996-10-17","United Package",52.84,"Canada"
10496,31,10,20,0.05,"TRADH","1997-04-04","United Package",46.77,"Brazil"
10332,47,7.6,16,0.2,"MEREP","1996-10-17","United Package",52.84,"Canada"
10291,44,15.5,24,0.1,"QUEDE","1996-08-27","United Package",6.4,"Brazil"
10866,2,19,21,0.25,"BERGS","1998-02-03","Speedy Express",109.11,"Sweden"
10291,51,42.4,2,0.1,"QUEDE","1996-08-27","United Package",6.4,"Brazil"
10618,56,38,20,0,"MEREP","1997-08-01","Speedy Express",154.68001,"Canada"
10618,68,12.5,15,0,"MEREP","1997-08-01","Speedy Express",154.68001,"Canada"
10251,22,16.8,6,0.05,"VICTE","1996-07-08","Speedy Express",41.34,"France"
10370,74,8,20,0.15,"CHOPS","1996-12-03","United Package",1.1700001,"Switzerland"
10413,1,14.4,24,0,"LAMAI","1997-01-14","United Package",95.659996,"France"
10413,62,39.4,40,0,"LAMAI","1997-01-14","United Package",95.659996,"France"
10915,33,2.5,30,0,"TORTU","1998-02-27","United Package",3.51,"Mexico"
10372,38,210.8,40,0.25,"QUEEN","1996-12-04","United Package",890.78,"Brazil"
10785,10,31,10,0,"GROSR","1997-12-18","Federal Shipping",1.51,"Venezuela"
10830,39,18,28,0,"TRADH","1998-01-13","United Package",81.83,"Brazil"
10453,48,10.2,15,0.1,"AROUT","1997-02-21","United Package",25.359999,"UK"
10830,60,34,30,0,"TRADH","1998-01-13","United Package",81.83,"Brazil"
10745,18,62.5,24,0,"QUICK","1997-11-18","Speedy Express",3.52,"Germany"
10745,44,19.449999,16,0,"QUICK","1997-11-18","Speedy Express",3.52,"Germany"
10958,7,30,6,0,"OCEAN","1998-03-18","United Package",49.56,"Argentina"
10497,56,30.4,14,0,"LEHMS","1997-04-04","Speedy Express",36.21,"Germany"
10454,33,2,20,0.2,"LAMAI","1997-02-21","Federal Shipping",2.74,"France"
10866,24,4.5,6,0.25,"BERGS","1998-02-03","Speedy Express",109.11,"Sweden"
10454,46,9.6,10,0.2,"LAMAI","1997-02-21","Federal Shipping",2.74,"France"
10292,20,64.8,20,0,"TRADH","1996-08-28","United Package",1.3499999,"Brazil"
10867,53,32.8,3,0,"LONEP","1998-02-03","Speedy Express",1.93,"USA"
10619,21,10,42,0,"MEREP","1997-08-04","Federal Shipping",91.05,"Canada"
10251,57,15.6,15,0.05,"VICTE","1996-07-08","Speedy Express",41.34,"France"
10413,76,14.4,14,0,"LAMAI","1997-01-14","United Package",95.659996,"France"
10251,65,16.8,20,0,"VICTE","1996-07-08","Speedy Express",41.34,"France"
10536,12,38,15,0.25,"LEHMS","1997-05-14","United Package",58.88,"Germany"
10785,75,7.75,10,0,"GROSR","1997-12-18","Federal Shipping",1.51,"Venezuela"
10372,60,27.2,70,0.25,"QUEEN","1996-12-04","United Package",890.78,"Brazil"
10414,19,7.3,18,0.05,"FAMIA","1997-01-14","Federal Shipping",21.48,"Brazil"
10372,72,27.8,42,0.25,"QUEEN","1996-12-04","United Package",890.78,"Brazil"
10830,68,12.5,24,0,"TRADH","1998-01-13","United Package",81.83,"Brazil"
10575,59,55,12,0,"MORGK","1997-06-20","Speedy Express",127.340004,"Germany"
10745,59,55,45,0,"QUICK","1997-11-18","Speedy Express",3.52,"Germany"
10958,72,34.8,5,0,"OCEAN","1998-03-18","United Package",49.56,"Argentina"
10333,14,18.6,10,0,"WARTH","1996-10-18","Federal Shipping",0.59,"Finland"
10333,21,8,10,0.1,"WARTH","1996-10-18","Federal Shipping",0.59,"Finland"
11002,55,24,40,0,"SAVEA","1998-04-06","Speedy Express",141.16,"USA"
10866,30,25.89,40,0.25,"BERGS","1998-02-03","Speedy Express",109.11,"Sweden"
10700,71,21.5,60,0.2,"SAVEA","1997-10-10","Speedy Express",65.1,"USA"
11046,12,38,20,0.05,"WANDK","1998-04-23","United Package",71.64,"Germany"
10293,18,50,12,0,"TORTU","1996-08-29","Federal Shipping",21.18,"Mexico"
11046,32,32,15,0.05,"WANDK","1998-04-23","United Package",71.64,"Germany"
10915,54,7.4500003,10,0,"TORTU","1998-02-27","United Package",3.51,"Mexico"
10701,71,21.5,20,0.15,"HUNGO","1997-10-13","Federal Shipping",220.31,"Ireland"
10701,76,18,35,0.15,"HUNGO","1997-10-13","Federal Shipping",220.31,"Ireland"
10786,8,40,30,0.2,"QUEEN","1997-12-19","Speedy Express",110.87,"Brazil"
10702,3,10,6,0,"ALFKI","1997-10-13","Speedy Express",23.94,"Germany"
10536,31,12.5,20,0,"LEHMS","1997-05-14","United Package",58.88,"Germany"
10414,33,2,50,0,"FAMIA","1997-01-14","Federal Shipping",21.48,"Brazil"
10373,58,10.6,80,0.2,"HUNGO","1996-12-05","Federal Shipping",124.119995,"Ireland"
10786,75,7.75,42,0.2,"QUEEN","1997-12-19","Speedy Express",110.87,"Brazil"
10575,63,43.9,6,0,"MORGK","1997-06-20","Speedy Express",127.340004,"Germany"
11002,35,18,15,0.15,"SAVEA","1998-04-06","Speedy Express",141.16,"USA"
10291,13,4.8,20,0.1,"QUEDE","1996-08-27","United Package",6.4,"Brazil"
10959,75,7.75,20,0.15,"GOURL","1998-03-18","United Package",4.98,"Brazil"
11045,51,53,24,0,"BOTTM","1998-04-23","United Package",70.58,"Canada"
10455,39,14.4,20,0,"WARTH","1997-02-24","United Package",180.45,"Finland"
11003,1,18,4,0,"THECR","1998-04-06","Federal Shipping",14.91,"USA"
10868,26,31.230001,20,0,"QUEEN","1998-02-04","United Package",191.27,"Brazil"
10293,24,3.6,10,0,"TORTU","1996-08-29","Federal Shipping",21.18,"Mexico"
10868,35,18,30,0,"QUEEN","1998-02-04","United Package",191.27,"Brazil"
11046,35,18,18,0.05,"WANDK","1998-04-23","United Package",71.64,"Germany"
10252,20,64.8,40,0.05,"SUPRD","1996-07-09","United Package",51.3,"Belgium"
10252,33,2,25,0.05,"SUPRD","1996-07-09","United Package",51.3,"Belgium"
10916,16,17.449999,6,0,"RANCH","1998-02-27","United Package",63.77,"Argentina"
10786,30,25.89,15,0.2,"QUEEN","1997-12-19","Speedy Express",110.87,"Brazil"
10536,33,2.5,30,0,"LEHMS","1997-05-14","United Package",58.88,"Germany"
10536,60,34,35,0.25,"LEHMS","1997-05-14","United Package",58.88,"Germany"
10415,17,31.2,2,0,"HUNGC","1997-01-15","Speedy Express",0.2,"USA"
10787,2,19,15,0.05,"LAMAI","1997-12-19","Speedy Express",249.93,"France"
10497,72,27.8,25,0,"LEHMS","1997-04-04","Speedy Express",36.21,"Germany"
10745,72,34.8,7,0,"QUICK","1997-11-18","Speedy Express",3.52,"Germany"
11002,42,14,24,0.15,"SAVEA","1998-04-06","Speedy Express",141.16,"USA"
10746,13,6,6,0,"CHOPS","1997-11-19","Federal Shipping",31.43,"Switzerland"
10497,77,10.4,25,0,"LEHMS","1997-04-04","Speedy Express",36.21,"Germany"
10333,71,17.2,40,0.1,"WARTH","1996-10-18","Federal Shipping",0.59,"Finland"
10455,53,26.2,50,0,"WARTH","1997-02-24","United Package",180.45,"Finland"
10455,61,22.8,25,0,"WARTH","1997-02-24","United Package",180.45,"Finland"
10661,39,18,3,0.2,"HUNGO","1997-09-09","Federal Shipping",17.55,"Ireland"
10661,58,13.25,49,0.2,"HUNGO","1997-09-09","Federal Shipping",17.55,"Ireland"
10620,24,4.5,5,0,"LAUGB","1997-08-05","Federal Shipping",0.94,"Canada"
10868,49,20,42,0.1,"QUEEN","1998-02-04","United Package",191.27,"Brazil"
10574,64,33.25,6,0,"TRAIH","1997-06-19","United Package",37.6,"USA"
10702,76,18,15,0,"ALFKI","1997-10-13","Speedy Express",23.94,"Germany"
10916,32,32,6,0,"RANCH","1998-02-27","United Package",63.77,"Argentina"
10958,5,21.349998,20,0,"OCEAN","1998-03-18","United Package",49.56,"Argentina"
10703,2,19,5,0,"FOLKO","1997-10-14","United Package",152.3,"Sweden"
10415,33,2,20,0,"HUNGC","1997-01-15","Speedy Express",0.2,"USA"
10537,31,12.5,30,0,"RICSU","1997-05-14","Speedy Express",78.850006,"Switzerland"
10787,29,123.78999,20,0.05,"LAMAI","1997-12-19","Speedy Express",249.93,"France"
10374,31,10,30,0,"WOLZA","1996-12-05","Federal Shipping",3.94,"Poland"
10498,24,4.5,14,0,"HILAA","1997-04-07","United Package",29.75,"Venezuela"
10660,20,81,21,0,"HUNGC","1997-09-08","Speedy Express",111.28999,"USA"
10960,24,4.5,10,0.25,"HILAA","1998-03-19","Speedy Express",2.08,"Venezuela"
10746,42,14,28,0,"CHOPS","1997-11-19","Federal Shipping",31.43,"Switzerland"
11003,40,18.4,10,0,"THECR","1998-04-06","Federal Shipping",14.91,"USA"
10619,22,21,40,0,"MEREP","1997-08-04","Federal Shipping",91.05,"Canada"
10293,63,35.1,5,0,"TORTU","1996-08-29","Federal Shipping",21.18,"Mexico"
11047,1,18,25,0.25,"EASTC","1998-04-24","Federal Shipping",46.62,"UK"
10455,71,17.2,30,0,"WARTH","1997-02-24","United Package",180.45,"Finland"
11047,5,21.349998,30,0.25,"EASTC","1998-04-24","Federal Shipping",46.62,"UK"
10620,52,7,5,0,"LAUGB","1997-08-05","Federal Shipping",0.94,"Canada"
10663,42,14,30,0.05,"BONAP","1997-09-10","United Package",113.15,"France"
10916,57,19.5,20,0,"RANCH","1998-02-27","United Package",63.77,"Argentina"
10253,31,10,20,0,"HANAR","1996-07-10","United Package",58.17,"Brazil"
10703,59,55,35,0,"FOLKO","1997-10-14","United Package",152.3,"Sweden"
10373,71,17.2,50,0.2,"HUNGO","1996-12-05","Federal Shipping",124.119995,"Ireland"
10831,35,18,8,0,"SANTG","1998-01-14","United Package",72.189995,"Norway"
10575,72,34.8,30,0,"MORGK","1997-06-20","Speedy Express",127.340004,"Germany"
10374,58,10.6,15,0,"WOLZA","1996-12-05","Federal Shipping",3.94,"Poland"
10575,76,18,10,0,"MORGK","1997-06-20","Speedy Express",127.340004,"Germany"
10831,43,46,9,0,"SANTG","1998-01-14","United Package",72.189995,"Norway"
10498,40,18.4,5,0,"HILAA","1997-04-07","United Package",29.75,"Venezuela"
10334,68,10,10,0,"VICTE","1996-10-21","United Package",8.56,"France"
10960,41,9.650001,24,0,"HILAA","1998-03-19","Speedy Express",2.08,"Venezuela"
10335,2,15.2,7,0.2,"HUNGO","1996-10-22","United Package",42.109997,"Ireland"
11003,52,7,10,0,"THECR","1998-04-06","Federal Shipping",14.91,"USA"
10662,68,12.5,10,0,"LONEP","1997-09-09","United Package",1.2800001,"USA"
10456,21,8,40,0.15,"KOENE","1997-02-25","United Package",8.120001,"Germany"
10869,1,18,40,0,"SEVES","1998-02-04","Speedy Express",143.28,"UK"
10252,60,27.2,40,0,"SUPRD","1996-07-09","United Package",51.3,"Belgium"
10869,11,21,10,0,"SEVES","1998-02-04","Speedy Express",143.28,"UK"
10663,51,53,20,0.05,"BONAP","1997-09-10","United Package",113.15,"France"
10290,77,10.4,10,0,"COMMI","1996-08-27","Speedy Express",79.7,"Brazil"
10917,30,25.89,1,0,"ROMEY","1998-03-02","United Package",8.29,"Spain"
10537,51,53,6,0,"RICSU","1997-05-14","Speedy Express",78.850006,"Switzerland"
10416,19,7.3,20,0,"WARTH","1997-01-16","Federal Shipping",22.720001,"Finland"
10788,19,9.2,50,0.05,"QUICK","1997-12-22","United Package",42.7,"Germany"
10788,75,7.75,40,0.05,"QUICK","1997-12-22","United Package",42.7,"Germany"
10375,14,18.6,15,0,"HUNGC","1996-12-06","United Package",20.12,"USA"
10334,52,5.6,8,0,"VICTE","1996-10-21","United Package",8.56,"France"
10746,62,49.3,9,0,"CHOPS","1997-11-19","Federal Shipping",31.43,"Switzerland"
10498,42,14,30,0,"HILAA","1997-04-07","United Package",29.75,"Venezuela"
10499,28,45.6,20,0,"LILAS","1997-04-08","United Package",102.02,"Venezuela"
10961,52,7,6,0.05,"QUEEN","1998-03-19","Speedy Express",104.47,"Brazil"
11004,26,31.230001,6,0,"MAISD","1998-04-07","Speedy Express",44.84,"Belgium"
10335,31,10,25,0.2,"HUNGO","1996-10-22","United Package",42.109997,"Ireland"
10456,49,16,21,0.15,"KOENE","1997-02-25","United Package",8.120001,"Germany"
11048,68,12.5,42,0,"BOTTM","1998-04-24","Federal Shipping",24.12,"Canada"
11049,2,19,10,0.2,"GOURL","1998-04-24","Speedy Express",8.34,"Brazil"
10294,17,31.2,15,0,"RATTC","1996-08-30","United Package",147.26,"USA"
10831,19,9.2,2,0,"SANTG","1998-01-14","United Package",72.189995,"Norway"
10253,39,14.4,42,0,"HANAR","1996-07-10","United Package",58.17,"Brazil"
10621,70,15,20,0,"ISLAT","1997-08-05","United Package",23.730001,"UK"
10703,73,15,35,0,"FOLKO","1997-10-14","United Package",152.3,"Sweden"
